Tempo;Referencia;Altura
8.932391378;53.9515806;975
8.992745374;55.92379175;987
9.05309937;55.37994881;1001
9.113453366;56.09240829;1007
9.173807362;52.96812865;1012
9.234161357;56.37153786;1031
9.294515353;53.24374588;1034
9.354869349;55.15117394;1030
9.415223345;54.55103761;1032
9.475577341;54.6172917;1037
9.535931336;55.56880803;1036
9.596285332;56.52578252;1031
9.656639328;55.03795153;1034
9.716993324;53.86667987;1031
9.77734732;52.94738801;1039
9.837701315;56.23995704;1037
9.898055311;53.8730803;1030
9.958409307;54.47480425;1037
10.0187633;52.46895731;1035
10.0791173;56.73445394;1035
10.13947129;53.98103084;1041
10.19982529;55.36544873;1038
10.26017929;56.0855938;1036
10.32053328;55.2695502;1035
10.38088728;54.21683951;1029
10.44124127;55.57182461;1030
10.50159527;55.87556053;1033
10.56194927;55.20768239;1032
10.62230326;55.49590329;1031
10.68265726;53.49931878;1029
10.74301125;56.13208902;1032
10.80336525;56.60504648;1034
10.86371924;55.0981339;1027
10.92407324;55.6411554;1033
10.98442724;54.18680853;1028
11.04478123;54.86058496;1029
11.10513523;55.7553298;1030
11.16548922;57.8118023;1030
11.22584322;53.85312919;1031
11.28619721;55.00135387;1029
11.34655121;53.6393399;1029
11.40690521;54.77343485;1028
11.4672592;54.01964168;1025
11.5276132;52.47178311;1023
11.58796719;55.02309066;1027
11.64832119;54.91150635;1030
11.70867519;54.81420351;1031
11.76902918;54.30788757;1032
11.82938318;53.9482695;1026
11.88973717;53.01489316;1030
11.95009117;53.57910888;1031
12.01044516;56.02922405;1031
12.07079916;54.29083932;1031
12.13115316;53.70460972;1029
12.19150715;53.63953697;1031
12.25186115;56.57094016;1033
12.31221514;55.3735652;1031
12.37256914;56.62804449;1038
12.43292313;54.4149731;1034
12.49327713;53.91042117;1030
12.55363113;55.4744596;1036
12.61398512;53.86323955;1033
12.67433912;55.75211379;1034
12.73469311;57.45454717;1033
12.79504711;55.60667127;1036
12.85540111;55.10267573;1035
12.9157551;55.54208099;1036
12.9761091;54.42841609;1028
13.03646309;55.61727154;1037
13.09681709;54.63637728;1037
13.15717108;55.01738858;1039
13.21752508;56.43622155;1034
13.27787908;54.78553453;1037
13.33823307;56.09871667;1036
13.39858707;55.45929702;1032
13.45894106;54.85172036;1030
13.51929506;55.07478224;1033
13.57964906;53.62393994;1037
13.64000305;55.92822308;1035
13.70035705;54.58244696;1035
13.76071104;55.34590788;1035
13.82106504;54.24113717;1038
13.88141903;54.18092321;1032
13.94177303;54.76153515;1030
14.00212703;54.84156698;1031
14.06248102;53.46118677;1030
14.12283502;53.01829636;1029
14.18318901;55.42978867;1028
14.24354301;56.00158611;1028
14.303897;54.24026805;1027
14.364251;55.51950152;1024
14.424605;55.92215922;1029
14.48495899;54.94073907;1028
14.54531299;55.6658465;1031
14.60566698;55.36629927;1024
14.66602098;54.81797433;1028
14.72637498;53.63700869;1025
14.78672897;55.3029869;1024
14.84708297;56.79363398;1022
14.90743696;55.30437972;1024
14.96779096;53.05407778;1031
15.02814495;55.44305418;1023
15.08849895;56.03606807;1027
15.14885295;55.18175474;1033
15.20920694;55.1666578;1025
15.26956094;54.7297774;1030
15.32991493;55.16247275;1032
15.39026893;54.84425171;1027
15.45062292;55.26898273;1024
15.51097692;54.73837642;1036
15.57133092;55.18398696;1028
15.63168491;56.06148753;1028
15.69203891;54.77330929;1035
15.7523929;53.19210012;1029
15.8127469;55.06905576;1035
15.8731009;53.89648505;1030
15.93345489;55.08649347;1031
15.99380889;56.3949569;1033
16.05416288;54.26641279;1030
16.11451688;53.14948459;1033
16.17487087;57.45411703;1033
16.23522487;54.75501349;1036
16.29557887;54.81581813;1033
16.35593286;55.39892818;1037
16.41628686;56.10884494;1034
16.47664085;54.82412955;1035
16.53699485;54.05776278;1028
16.59734885;55.1552563;1039
16.65770284;53.98389764;1032
16.71805684;54.04394652;1036
16.77841083;53.33707216;1039
16.83876483;54.43663313;1037
16.89911882;56.58652606;1038
16.95947282;53.75777656;1036
17.01982682;56.05649485;1037
17.08018081;54.50856218;1038
17.14053481;55.43217481;1041
17.2008888;54.20150625;1040
17.2612428;56.03522463;1034
17.32159679;54.14560341;1034
17.38195079;55.0444907;1037
17.44230479;54.13740855;1032
17.50265878;55.79248167;1035
17.56301278;54.39036209;1036
17.62336677;55.20092699;1031
17.68372077;55.86031666;1029
17.74407477;55.24914627;1034
17.80442876;54.54025477;1031
17.86478276;55.34958154;1029
17.92513675;54.38219788;1031
17.98549075;56.44154038;1033
18.04584474;54.61993769;1027
18.10619874;54.96180414;1031
18.16655274;53.98473627;1031
18.22690673;55.99611651;1027
18.28726073;55.58825832;1034
18.34761472;55.04573759;1035
18.40796872;54.18991921;1029
18.46832271;54.38036664;1028
18.52867671;53.65363128;1026
18.58903071;56.08728352;1033
18.6493847;57.2383998;1025
18.7097387;54.77678775;1027
18.77009269;55.25984197;1024
18.83044669;54.60814432;1024
18.89080069;54.90476048;1029
18.95115468;54.48777314;1029
19.01150868;55.38734295;1027
19.07186267;54.55216736;1030
19.13221667;55.44682561;1026
19.19257066;54.64799648;1020
19.25292466;54.10053136;1034
19.31327866;54.8524534;1030
19.37363265;56.80088633;1026
19.43398665;53.43490853;1028
19.49434064;54.59041733;1021
19.55469464;54.83428601;1030
19.61504864;54.05518659;1028
19.67540263;53.98370692;1031
19.73575663;55.83127895;1029
19.79611062;57.48081836;1026
19.85646462;54.38738246;1033
19.91681861;54.18283251;1028
19.97717261;54.5540706;1031
20.03752661;55.41703327;1031
20.0978806;53.2198845;1029
20.1582346;54.56096494;1029
20.21858859;53.80243337;1036
20.27894259;54.36535504;1031
20.33929658;52.39434066;1036
20.39965058;54.57482793;1027
20.46000458;54.78135875;1034
20.52035857;56.17629162;1030
20.58071257;56.08713185;1033
20.64106656;54.43089042;1028
20.70142056;55.19984817;1030
20.76177456;55.5190209;1028
20.82212855;55.08254731;1027
20.88248255;54.47898527;1031
20.94283654;53.79111623;1031
21.00319054;53.97948832;1031
21.06354453;53.62293932;1032
21.12389853;56.07635709;1036
21.18425253;54.08570852;1033
21.24460652;54.84126437;1034
21.30496052;54.91098306;1037
21.36531451;55.08366502;1039
21.42566851;55.28479139;1034
21.4860225;55.77200506;1035
21.5463765;54.45383357;1036
21.6067305;55.01083129;1031
21.66708449;53.9464758;1034
21.72743849;54.46050148;1035
21.78779248;54.8692841;1040
21.84814648;54.44025613;1032
21.90850048;54.24506298;1032
21.96885447;53.84402232;1029
22.02920847;56.22609676;1029
22.08956246;55.28028471;1035
22.14991646;55.27373498;1033
22.21027045;56.88451417;1030
22.27062445;56.0033067;1035
22.33097845;54.82589334;1033
22.39133244;54.78848298;1033
22.45168644;55.73577017;1031
22.51204043;54.53639261;1025
22.57239443;55.98995277;1035
22.63274843;54.21610433;1031
22.69310242;55.24219061;1031
22.75345642;55.86965049;1031
22.81381041;56.0976774;1034
22.87416441;54.78732902;1027
22.9345184;55.60653983;1030
22.9948724;55.36757484;1030
23.0552264;54.53455531;1029
23.11558039;54.38725466;1030
23.17593439;55.16974333;1033
23.23628838;56.03664448;1027
23.29664238;55.36106911;1028
23.35699637;53.05667306;1027
23.41735037;55.23148466;1033
23.47770437;55.92989067;1024
23.53805836;55.13006724;1029
23.59841236;53.86116095;1030
23.65876635;53.76597273;1025
23.71912035;56.38651824;1025
23.77947435;55.23864711;1024
23.83982834;53.62525986;1025
23.90018234;56.27005028;1031
23.96053633;55.54484022;1031
24.02089033;57.17299795;1028
24.08124432;55.70629858;1028
24.14159832;54.76182918;1028
24.20195232;54.17921288;1031
24.26230631;52.14790554;1032
24.32266031;57.57099607;1026
24.3830143;55.93664111;1032
24.4433683;55.55463932;1030
24.50372229;54.75647139;1032
24.56407629;54.53817568;1025
24.62443029;54.88095607;1025
24.68478428;54.0032345;1029
24.74513828;55.59794783;1032
24.80549227;54.01583949;1024
24.86584627;54.33246364;1032
24.92620027;55.56969856;1032
24.98655426;54.838418;1037
25.04690826;56.46183126;1029
25.10726225;56.79818943;1030
25.16761625;54.27442338;1031
25.22797024;54.5127875;1032
25.28832424;55.00040997;1035
25.34867824;53.22802507;1034
25.40903223;56.36972892;1036
25.46938623;55.74824926;1036
25.52974022;54.15918259;1031
25.59009422;54.70327629;1031
25.65044822;54.48099713;1039
25.71080221;57.14263047;1040
25.77115621;54.3182464;1035
25.8315102;53.37452471;1035
25.8918642;53.77795888;1034
25.95221819;54.69368034;1036
26.01257219;53.91302445;1038
26.07292619;54.42841743;1032
26.13328018;54.59272459;1036
26.19363418;52.14683326;1033
26.25398817;52.43415965;1037
26.31434217;57.52201587;1037
26.37469616;54.10587164;1033
26.43505016;53.24954056;1027
26.49540416;55.09907409;1034
26.55575815;55.08523755;1032
26.61611215;53.21413896;1039
26.67646614;55.40265441;1034
26.73682014;55.73435554;1032
26.79717414;55.03190378;1033
26.85752813;55.21085339;1027
26.91788213;56.3078914;1037
26.97823612;53.83217006;1036
27.03859012;51.68902001;1028
27.09894411;54.72286512;1028
27.15929811;54.88206239;1026
27.21965211;55.32102028;1029
27.2800061;53.74569711;1026
27.3403601;56.03000856;1027
27.40071409;55.46882259;1033
27.46106809;55.00861915;1031
27.52142208;55.34744047;1030
27.58177608;55.99820747;1031
27.64213008;56.17879374;1028
27.70248407;53.48758253;1029
27.76283807;53.33332715;1031
27.82319206;54.27903376;1029
27.88354606;54.28843379;1026
27.94390006;56.19480551;1031
28.00425405;54.56982684;1031
28.06460805;55.3581471;1028
28.12496204;55.42025956;1031
28.18531604;54.18307623;1024
28.24567003;56.02991531;1030
28.30602403;55.45598909;1026
28.36637803;55.7090262;1028
28.42673202;55.33862521;1029
28.48708602;53.76913523;1030
28.54744001;55.71273799;1028
28.60779401;55.0261129;1030
28.66814801;54.67611697;1033
28.728502;55.92273886;1031
28.788856;54.05859137;1029
28.84920999;55.02310277;1032
28.90956399;54.21031034;1032
28.96991798;55.43140073;1028
29.03027198;54.52392186;1028
29.09062598;52.67979083;1032
29.15097997;53.83905466;1033
29.21133397;54.00847818;1032
29.27168796;54.20753445;1028
29.33204196;54.14562204;1032
29.39239595;53.80743903;1032
29.45274995;55.19693148;1034
29.51310395;55.02118501;1035
29.57345794;55.85098927;1038
29.63381194;56.01517772;1037
29.69416593;58.01812537;1032
29.75451993;53.6746047;1040
29.81487393;54.35029514;1038
29.87522792;54.69784548;1032
29.93558192;56.98064593;1036
29.99593591;55.06893046;1035
30.05628991;54.35941507;1035
30.1166439;55.81365458;1035
